Download Time:2026/07/17 12:45:55,Search Date:2013/06/02 - 2016/01/01 
Origin Time,Latitude[degree],Longitude[degree],Depth[km],Magnitude,Max Acc[gal],Max Vel[cm/s],Seismic Intensity,Number of stations
2015/07/12 03:39:00,26.0330,128.3050,47,4.6,7.5,0.4,1.8,5
2015/07/12 02:37:00,37.8570,141.9750,35,3.9,20.7,0.3,2.0,47
2015/07/11 20:27:00,43.6800,147.8600,12,5.1,8.9,0.4,1.6,52
2015/07/11 15:18:00,42.5530,142.4420,119,4.1,7.8,0.3,1.7,61
2015/07/11 04:23:00,33.3480,130.8550,11,2.8,19.2,0.2,0.9,9
2015/07/10 09:39:00,36.0720,139.8550,47,3.8,22.2,0.3,1.5,67
2015/07/10 03:33:00,40.3530,141.5580,88,5.7,186.1,17.5,4.8,359
2015/07/10 01:15:00,36.0680,139.8520,45,4.4,87.5,2.8,3.4,214
2015/07/09 17:27:00,40.1170,142.4280,36,5.1,28.4,0.8,2.7,153
2015/07/09 08:38:00,35.6950,141.0100,12,3.9,19.2,0.5,1.5,20
2015/07/07 14:10:00,43.6750,147.8380,1,6.3,44.6,1.6,3.1,262
2015/07/06 18:30:00,36.0680,139.8630,46,4.1,67.9,0.8,2.4,130
2015/07/06 13:45:00,35.0580,135.1820,13,3.2,63.9,0.6,1.7,13
2015/07/06 09:29:00,38.8970,142.1020,45,3.8,31.7,0.6,2.2,39
2015/07/05 23:06:00,34.9400,139.7850,113,3.9,11.3,0.3,1.6,46
2015/07/05 19:41:00,38.7580,142.1800,42,4.5,42.6,0.7,2.2,82
2015/07/05 05:55:00,37.8100,139.9930,8,3.4,30.3,0.4,1.8,18
2015/07/04 13:24:00,38.7200,142.2680,39,4.7,43.5,1.0,2.6,117
2015/07/04 08:14:00,32.6100,130.8750,11,3.2,8.7,0.2,1.0,12
2015/07/04 00:43:00,33.6080,132.8120,44,3.7,28.3,0.3,1.7,39
2015/07/03 04:55:00,33.5700,132.4200,43,3.9,31.9,0.6,1.8,53
2015/07/02 15:05:00,38.4280,141.9320,57,4.7,133.5,2.0,3.1,117
2015/07/02 12:35:00,43.9820,145.0000,7,3.6,18.8,0.4,2.2,13
2015/06/30 10:52:00,35.2150,139.0350,4,3.1,12.8,0.2,1.1,8
2015/06/30 10:32:00,35.2430,139.0250,2,3.2,11.9,0.3,1.5,12
2015/06/30 09:12:00,35.2280,139.0300,3,2.5,4.4,0.1,0.0,3
2015/06/30 06:56:00,35.2250,139.0270,3,3.3,18.0,0.2,1.3,13
2015/06/30 06:04:00,35.2220,139.0320,3,2.8,6.9,0.2,0.9,5
2015/06/29 19:07:00,36.8850,141.0750,50,3.9,48.8,0.8,2.4,70
2015/06/28 07:58:00,38.5620,142.0770,43,4.0,29.0,0.5,1.7,47
2015/06/27 16:57:00,36.8630,140.9570,55,3.8,33.5,1.0,2.5,50
2015/06/27 15:23:00,36.1920,140.9600,43,3.6,25.8,0.4,1.6,22
2015/06/27 05:39:00,28.3030,129.5070,35,4.2,33.0,0.7,2.3,4
2015/06/27 03:30:00,43.9370,146.9700,73,4.7,11.4,0.3,1.7,23
2015/06/26 19:38:00,41.4850,142.0070,65,4.4,34.9,0.6,2.2,76
2015/06/23 21:22:00,27.6980,140.2270,480,5.4,1.5,0.2,0.8,3
2015/06/23 21:19:00,27.7000,140.1780,484,6.8,9.5,0.7,2.3,126
2015/06/23 00:35:00,41.4830,142.0870,63,4.6,18.3,0.6,2.2,88
2015/06/22 11:17:00,38.7350,142.3330,38,5.0,21.7,0.5,2.1,124
2015/06/22 05:30:00,36.4920,141.1230,53,4.1,28.8,0.5,2.1,77
2015/06/21 13:16:00,38.1820,141.6900,50,4.0,28.6,0.5,2.0,61
2015/06/20 11:44:00,35.2250,139.0250,5,2.9,13.0,0.2,0.7,7
2015/06/19 21:30:00,29.2230,130.4730,66,4.4,1.5,0.1,0.7,1
2015/06/19 09:35:00,37.5120,141.5380,46,4.7,32.4,1.3,2.5,136
2015/06/19 03:49:00,36.9980,138.6350,8,2.4,9.4,0.2,0.7,4
2015/06/18 16:36:00,39.7570,141.8400,59,4.0,42.1,1.1,2.8,65
2015/06/16 19:50:00,43.4830,144.0450,0,2.4,17.7,0.3,1.6,2
2015/06/16 13:42:00,37.4650,138.4780,18,3.8,15.2,0.3,1.2,27
2015/06/15 17:38:00,43.4980,144.0600,0,3.8,28.6,1.4,2.8,26
2015/06/14 04:15:00,33.9580,134.2530,7,3.0,38.3,0.6,1.9,6
2015/06/13 05:56:00,38.9930,142.2630,50,4.7,115.7,1.9,3.2,116
2015/06/11 18:19:00,29.6970,131.4420,56,4.7,5.2,0.3,1.4,18
2015/06/11 13:56:00,39.6070,143.5900,25,5.6,7.6,0.6,2.1,129
2015/06/11 13:54:00,34.4920,139.2070,4,3.2,6.4,0.2,1.2,1
2015/06/11 13:51:00,39.6200,143.5070,36,5.9,15.2,1.4,2.9,189
2015/06/11 13:45:00,39.6970,143.6250,27,5.9,5.3,0.6,1.9,112
2015/06/11 09:31:00,40.0550,142.1900,50,3.9,19.0,0.5,1.7,38
2015/06/11 09:29:00,38.8400,141.6100,75,3.9,42.9,0.5,2.2,54
2015/06/11 05:06:00,41.7000,144.2620,28,4.7,4.5,0.3,1.6,29
2015/06/10 19:25:00,35.7070,140.6980,52,3.9,12.7,0.7,2.0,49
2015/06/10 17:32:00,39.6620,143.6180,36,5.8,8.8,0.8,2.3,127
2015/06/09 16:06:00,33.8320,134.6430,9,3.1,23.9,0.4,1.5,5
2015/06/09 05:44:00,36.1820,140.0130,51,4.4,176.7,4.3,3.8,191
2015/06/08 18:15:00,24.8250,125.5250,30,3.8,13.4,0.4,1.7,2
2015/06/08 15:01:00,41.4550,142.0180,66,5.6,62.1,2.2,3.4,274
2015/06/07 09:06:00,43.4980,144.0620,0,2.9,10.9,0.3,1.6,11
2015/06/07 08:51:00,43.4930,144.0570,0,3.9,42.5,1.5,3.0,30
2015/06/05 08:52:00,33.7370,135.0730,40,4.2,39.5,0.6,2.1,60
2015/06/04 14:03:00,43.4920,144.0380,0,3.2,40.4,1.2,2.9,7
2015/06/04 04:51:00,43.5020,144.0670,0,2.9,9.5,0.3,1.6,2
2015/06/04 04:49:00,43.4970,144.0630,0,3.4,12.2,0.6,2.1,20
2015/06/04 04:34:00,43.4920,144.0600,0,5.0,252.0,17.3,4.7,79
2015/06/03 20:39:00,43.5180,144.3520,3,3.9,37.1,0.7,2.5,39
2015/06/01 19:16:00,34.7850,135.3630,11,3.8,45.6,0.9,2.3,68
2015/06/01 10:18:00,27.3120,128.8820,31,3.7,8.9,0.2,1.5,1
2015/05/31 17:14:00,26.0430,127.0880,49,3.5,3.8,0.1,0.7,1
2015/05/31 01:26:00,35.2680,139.0070,2,2.8,24.7,0.4,1.6,9
2015/05/30 20:24:00,27.8600,140.6820,682,8.1,182.9,27.5,5.0,926
2015/05/30 01:06:00,36.1450,139.8100,53,4.8,282.6,5.0,3.6,271
2015/05/29 12:57:00,32.8380,132.1180,40,3.5,19.9,0.2,1.5,13
2015/05/29 07:13:00,35.3580,141.1880,35,4.6,3.7,0.3,1.5,24
2015/05/29 02:51:00,36.5980,137.8500,7,2.7,6.8,0.2,0.6,3
2015/05/28 02:42:00,34.5800,135.4800,11,3.5,35.5,0.5,1.5,32
2015/05/27 16:11:00,33.0300,130.4830,8,4.0,64.8,1.5,2.8,69
2015/05/27 10:57:00,36.5000,140.7320,44,3.9,41.5,0.7,2.3,64
2015/05/26 01:35:00,31.7720,131.9270,25,4.2,7.7,0.2,1.5,20
2015/05/25 14:28:00,36.0530,139.6380,56,5.5,446.4,13.7,4.9,417
2015/05/24 20:59:00,35.4720,139.9700,22,3.1,32.2,0.6,1.8,18
2015/05/24 06:41:00,35.6430,141.0400,20,4.0,14.2,0.5,1.8,24
2015/05/22 22:28:00,28.5620,129.6200,21,5.1,77.0,3.7,3.5,6
2015/05/22 14:44:00,26.6630,127.7920,45,3.6,7.0,0.3,1.1,3
2015/05/21 22:40:00,34.1930,135.3930,7,3.3,10.8,0.2,1.1,9
2015/05/21 17:08:00,36.6570,138.1130,2,1.8,5.9,0.1,0.1,2
2015/05/21 00:50:00,38.7480,142.2470,44,3.6,11.8,0.2,1.0,38
2015/05/20 22:07:00,35.3900,140.3070,27,3.4,46.7,1.0,2.1,22
2015/05/20 02:17:00,38.8880,141.9720,49,4.0,33.5,0.8,2.1,43
2015/05/19 15:13:00,34.5070,139.2230,13,3.7,47.7,0.9,2.7,13
2015/05/19 06:05:00,36.7430,140.5700,9,3.5,49.4,0.9,2.5,25
2015/05/17 06:41:00,39.6520,141.9170,16,4.4,249.0,3.8,3.8,111
2015/05/17 05:39:00,38.8050,142.1150,44,3.9,15.6,0.4,1.8,26
2015/05/15 12:30:00,37.0620,141.1800,51,5.0,144.9,5.5,3.9,227
2015/05/14 10:51:00,44.3150,144.0570,8,4.3,16.0,0.7,2.0,32
2015/05/13 22:45:00,36.5630,140.4850,51,4.2,146.7,2.6,3.4,184
2015/05/13 11:47:00,23.9470,123.5900,33,4.4,5.7,0.2,1.1,2
2015/05/13 11:19:00,36.6450,137.9080,11,2.6,4.1,0.1,0.1,2
2015/05/13 06:13:00,38.8620,142.1500,46,6.8,399.4,18.3,4.8,668
2015/05/13 02:36:00,34.0950,135.1950,5,3.0,15.0,0.3,1.3,3
2015/05/12 17:24:00,36.7850,137.9380,7,3.1,12.0,0.2,1.4,4
2015/05/11 03:16:00,36.9420,139.7970,8,2.8,12.6,0.2,1.2,12
2015/05/10 22:39:00,36.3380,138.8570,11,3.0,25.2,0.3,1.0,14
2015/05/10 18:07:00,35.2330,139.0220,3,3.0,16.5,0.2,1.1,6
2015/05/10 04:15:00,39.6350,142.1080,48,3.9,42.2,0.5,2.3,53
2015/05/08 16:51:00,35.3870,139.9750,45,3.5,14.7,0.4,1.9,49
2015/05/08 15:29:00,38.6220,142.4170,37,4.5,24.9,0.3,1.8,77
2015/05/08 12:58:00,32.8720,131.0950,1,1.7,1.1,0.0,-0.5,1
2015/05/07 14:32:00,26.3070,127.3450,45,3.8,3.8,0.1,0.5,3
2015/05/07 02:48:00,35.7180,139.6450,31,3.0,13.8,0.3,1.1,25
2015/05/06 23:48:00,38.4700,141.9000,60,3.8,50.3,0.8,1.9,40
2015/05/06 22:41:00,36.8100,137.8950,3,3.0,5.0,0.1,0.5,4
2015/05/04 10:42:00,39.2570,141.8380,15,3.5,36.3,0.2,1.2,20
2015/05/03 23:30:00,36.1550,138.7830,145,4.7,9.4,0.5,2.0,167
2015/05/03 15:54:00,36.0680,139.8830,46,4.4,62.5,1.6,2.8,193
2015/05/03 13:03:00,37.5070,141.5770,45,5.0,71.1,3.8,3.3,234
2015/05/02 14:59:00,38.9200,141.9280,51,4.0,41.4,0.7,1.8,43
2015/05/02 01:56:00,40.9100,143.1900,17,4.9,5.9,0.2,1.5,48
2015/05/01 15:34:00,39.1000,142.2050,43,3.8,66.2,0.9,2.0,39
2015/05/01 05:15:00,37.0200,138.6720,6,2.5,7.5,0.2,1.0,5
2015/04/30 23:54:00,42.0870,142.5970,51,4.2,8.3,0.4,1.9,35
2015/04/30 04:44:00,24.4200,124.2180,15,3.9,22.7,0.6,1.7,3
2015/04/30 01:10:00,40.0580,142.8780,24,5.4,26.7,1.5,2.9,206
2015/04/29 02:49:00,43.1980,145.8700,51,4.1,15.7,0.5,2.2,24
2015/04/27 20:13:00,36.6270,140.5280,10,2.9,57.3,0.4,1.5,7
2015/04/27 01:41:00,36.6850,138.1030,1,1.7,12.2,0.4,0.9,1
2015/04/26 12:38:00,40.3350,141.5980,113,3.9,11.9,0.2,1.5,35
2015/04/26 06:16:00,34.8450,132.5620,17,4.0,115.8,1.6,2.4,65
2015/04/26 05:01:00,23.8980,122.4830,21,5.6,1.4,0.2,0.8,1
2015/04/26 02:46:00,36.9650,139.3730,4,2.4,66.9,0.9,1.8,3
2015/04/25 15:35:00,32.9670,140.5470,81,5.1,15.5,0.7,2.3,20
2015/04/24 03:27:00,37.1530,138.8570,16,3.9,72.9,1.4,2.2,49
2015/04/23 22:15:00,41.3170,141.2020,7,3.8,369.5,13.0,4.1,24
2015/04/23 21:23:00,41.9300,142.3400,69,4.4,20.8,0.6,2.2,69
2015/04/23 19:17:00,38.6270,141.9180,49,4.2,28.6,0.6,2.1,79
2015/04/23 06:32:00,37.0570,141.2000,50,3.7,25.0,0.3,1.5,29
2015/04/23 02:23:00,36.6200,140.9730,47,3.9,66.8,1.0,2.2,89
2015/04/22 20:32:00,36.7020,140.6380,6,2.9,12.7,0.2,1.2,4
2015/04/22 17:37:00,36.7050,140.6300,6,2.6,13.1,0.2,1.0,2
2015/04/22 05:25:00,34.1300,135.3530,6,2.8,20.7,0.3,1.1,3
2015/04/21 05:15:00,36.9450,136.7180,8,3.1,36.2,0.4,1.8,8
2015/04/20 20:59:00,23.9330,122.4850,21,6.4,5.7,0.7,1.8,2
2015/04/20 20:45:00,23.9570,122.4750,21,6.0,5.1,0.4,1.7,2
2015/04/20 10:43:00,23.9550,122.4270,22,6.8,9.5,1.2,2.3,4
2015/04/20 01:00:00,34.6550,137.3420,37,3.3,10.4,0.3,1.2,22
2015/04/18 18:34:00,32.0180,132.1430,18,4.5,15.4,0.4,1.7,23
2015/04/16 17:17:00,33.0150,132.0570,44,4.0,20.7,0.5,1.8,46
2015/04/16 16:38:00,36.6400,140.9400,49,4.0,78.6,2.3,3.1,72
2015/04/16 14:04:00,35.4420,135.8650,13,3.1,33.6,0.5,1.9,11
2015/04/16 11:49:00,37.0600,139.3450,8,2.7,93.7,1.1,2.2,9
2015/04/16 04:55:00,39.3530,143.6380,45,5.1,3.4,0.3,1.5,51
2015/04/16 02:10:00,38.7820,142.0620,35,4.0,15.8,0.2,1.3,37
2015/04/16 01:58:00,38.4550,141.8620,50,3.9,75.3,1.0,2.5,33
2015/04/13 17:23:00,40.2070,142.3350,38,4.2,12.0,0.3,1.5,56
2015/04/13 07:21:00,34.9580,135.4080,10,3.1,68.8,0.7,2.4,11
2015/04/13 07:17:00,34.0350,135.2520,4,3.3,23.1,0.3,1.1,8
2015/04/12 15:25:00,36.3800,138.9230,144,4.3,15.2,0.5,2.0,134
2015/04/12 14:25:00,36.8670,141.0600,51,3.9,46.3,0.9,2.3,66
2015/04/12 13:33:00,38.3120,141.8270,47,4.3,52.5,0.7,2.1,71
2015/04/12 04:56:00,32.2750,129.8550,13,3.9,34.6,0.6,2.1,29
2015/04/09 22:01:00,37.1420,138.6400,9,2.2,1.9,0.1,-0.3,2
2015/04/08 08:51:00,33.6020,132.5330,47,4.1,51.2,0.8,2.3,90
2015/04/07 20:33:00,35.4200,140.3550,31,3.5,21.1,0.6,2.0,28
2015/04/06 13:58:00,42.9800,145.4330,47,4.3,45.1,1.0,2.8,30
2015/04/05 12:45:00,37.1320,140.8570,99,3.9,7.9,0.3,1.3,34
2015/04/04 15:32:00,42.4580,142.1580,15,3.3,24.9,0.6,2.1,8
2015/04/03 04:04:00,38.6080,142.0030,52,4.6,84.7,1.9,3.1,138
2015/04/02 07:11:00,37.0230,138.3850,14,2.6,6.9,0.2,0.9,5
2015/03/31 12:59:00,36.4520,140.6070,56,3.9,31.5,0.6,1.9,64
2015/03/31 05:07:00,26.9530,128.4330,43,4.0,13.0,0.5,2.0,4
2015/03/28 16:18:00,38.9070,140.3550,6,3.4,12.8,0.2,1.1,18
2015/03/28 11:51:00,35.4850,140.0630,68,3.4,7.3,0.3,1.6,45
2015/03/27 23:39:00,37.2350,141.4100,24,5.0,7.0,0.5,1.8,84
2015/03/27 21:32:00,37.2270,141.3780,24,4.9,11.5,0.4,1.8,87
2015/03/27 12:04:00,36.3500,143.0350,56,5.3,6.0,0.3,1.3,70
2015/03/27 02:28:00,38.1730,141.6750,50,3.9,28.1,0.6,2.2,58
2015/03/26 16:29:00,34.9420,135.5270,7,2.8,17.9,0.2,1.1,7
2015/03/26 10:46:00,37.7050,141.7520,36,3.8,17.2,0.2,1.6,32
2015/03/26 06:28:00,35.7830,140.9150,13,4.2,64.0,2.2,3.0,45
2015/03/25 16:26:00,36.1330,139.8250,50,3.8,24.8,0.5,2.1,94
2015/03/25 15:30:00,43.6570,145.9100,115,3.9,16.2,0.4,1.8,21
2015/03/25 09:34:00,42.3520,143.0950,50,5.0,95.9,2.2,3.3,182
2015/03/25 04:05:00,33.6480,134.0400,14,3.2,27.4,0.5,1.7,12
2015/03/25 02:17:00,32.9820,130.8530,6,3.1,14.0,0.3,1.7,9
2015/03/24 13:53:00,36.2650,140.0780,68,4.6,31.1,1.6,2.8,195
2015/03/24 13:19:00,24.3970,123.7670,9,3.0,28.3,0.5,1.4,1
2015/03/24 02:49:00,36.8020,137.8930,3,2.6,1.4,0.0,-0.1,2
2015/03/24 01:06:00,36.8020,137.8980,3,3.8,11.0,0.4,1.6,18
2015/03/23 22:56:00,39.6330,142.1070,48,4.2,116.8,2.1,2.8,79
2015/03/23 21:40:00,35.9220,139.8250,78,3.9,11.4,0.3,1.9,119
2015/03/20 23:53:00,35.7350,140.6180,51,3.4,9.9,0.3,1.6,13
2015/03/20 19:54:00,35.7220,140.7270,50,3.8,10.2,0.4,1.7,33
2015/03/20 01:56:00,36.0850,140.0120,66,3.6,12.1,0.3,1.5,59
2015/03/19 16:07:00,34.9120,133.0100,11,3.1,65.0,0.8,2.2,14
2015/03/19 10:34:00,38.5270,141.8170,50,4.8,135.6,2.3,3.4,130
2015/03/18 11:28:00,36.0700,139.8850,46,3.6,16.4,0.4,1.9,55
2015/03/16 23:23:00,26.8000,128.2430,54,4.5,27.1,1.0,2.4,8
2015/03/16 20:56:00,43.3870,145.9130,65,4.3,58.2,1.5,3.1,35
2015/03/16 02:32:00,36.8320,140.5330,8,3.6,97.6,1.7,2.7,34
2015/03/15 23:44:00,35.1080,139.0100,8,3.6,75.0,0.9,2.0,33
2015/03/15 23:01:00,36.7450,140.5820,10,2.9,21.7,0.3,1.6,6
2015/03/14 22:48:00,24.8070,125.3650,48,4.3,31.5,0.7,2.1,2
2015/03/14 21:39:00,35.9550,136.7330,10,3.3,33.3,0.5,1.8,19
2015/03/14 20:38:00,35.9530,136.7350,10,3.2,33.8,0.5,2.0,16
2015/03/14 02:09:00,38.3620,141.7670,57,3.9,27.7,0.6,2.1,52
2015/03/13 06:03:00,24.2550,123.7550,17,4.5,11.1,0.6,1.8,3
2015/03/12 20:02:00,37.3330,141.5870,46,5.0,27.1,0.7,2.1,147
2015/03/10 14:53:00,37.6930,141.3180,66,3.9,15.0,0.3,1.6,43
2015/03/10 03:41:00,40.3480,142.0750,50,3.8,32.6,0.5,1.8,23
2015/03/09 11:58:00,38.8580,142.1730,43,4.1,60.5,2.0,3.2,69
2015/03/08 08:16:00,40.5930,142.5100,30,4.3,9.8,0.3,1.7,64
2015/03/07 23:31:00,36.5980,140.9720,48,3.8,27.7,0.5,2.0,34
2015/03/07 11:03:00,34.2050,135.1970,5,3.0,66.1,0.6,1.9,3
2015/03/06 14:20:00,26.2280,127.1870,37,3.8,15.5,0.3,1.4,5
2015/03/06 12:21:00,34.7370,139.2720,1,3.1,11.3,0.2,1.5,8
2015/03/06 08:59:00,24.8020,125.3770,49,4.4,13.1,0.4,1.6,2
2015/03/06 08:06:00,42.4030,142.6220,57,4.9,31.7,1.4,2.6,194
2015/03/05 21:18:00,36.6430,140.6450,11,3.5,80.1,0.9,2.4,25
2015/03/04 00:04:00,35.3430,136.8030,40,4.6,276.3,6.0,3.7,245
2015/02/28 17:40:00,35.6370,140.6880,50,4.5,21.8,1.0,2.6,71
2015/02/28 09:40:00,42.7380,144.3250,98,4.3,35.2,1.2,2.4,63
2015/02/27 03:55:00,33.9980,136.2670,32,3.9,34.9,0.5,1.8,44
2015/02/26 10:11:00,38.4630,142.0980,50,5.0,297.7,5.7,3.8,191
2015/02/26 00:38:00,36.6400,137.8980,9,2.6,2.1,0.0,0.0,3
2015/02/25 19:31:00,39.3400,143.6270,20,5.0,3.2,0.3,1.5,43
2015/02/25 17:58:00,36.5830,140.9650,22,4.1,27.4,0.5,2.3,71
2015/02/25 06:28:00,36.0550,139.9050,44,3.1,7.7,0.1,0.7,26
2015/02/24 19:36:00,39.0480,142.2050,49,4.3,109.8,1.3,2.6,78
2015/02/24 16:25:00,24.8450,125.3680,48,4.1,31.5,0.6,1.6,2
2015/02/24 11:28:00,39.6330,143.3820,29,5.9,8.0,0.7,2.1,145
2015/02/24 04:14:00,40.0770,142.1100,48,3.3,10.9,0.2,1.2,13
2015/02/23 17:00:00,35.5630,140.1370,68,4.5,14.0,0.6,2.1,162
2015/02/23 04:43:00,39.8520,143.5500,18,5.1,6.7,0.4,1.7,64
2015/02/22 10:02:00,36.1880,138.0050,5,2.2,14.3,0.3,1.3,3
2015/02/21 19:13:00,39.8930,143.6100,11,6.4,7.5,0.7,2.2,120
2015/02/21 04:28:00,41.9770,142.7150,57,5.1,24.1,1.1,2.8,180
2015/02/20 20:09:00,40.0000,142.3650,20,4.7,4.6,0.3,1.5,29
2015/02/20 13:25:00,39.9120,143.7320,8,6.5,11.5,1.2,2.7,202
2015/02/19 16:14:00,40.0830,142.0930,49,3.4,6.3,0.1,0.7,13
2015/02/18 14:01:00,37.0600,140.5600,10,3.3,51.3,0.6,1.7,22
2015/02/18 01:33:00,39.6650,143.7170,34,5.6,5.0,0.5,1.9,97
2015/02/17 16:20:00,36.4000,140.9720,45,4.0,18.1,0.4,1.7,49
2015/02/17 13:46:00,40.0850,142.1120,50,5.7,281.7,9.9,4.5,297
2015/02/17 10:46:00,38.5820,142.2130,61,4.2,36.7,0.4,1.7,82
2015/02/17 08:06:00,39.8720,143.1920,13,6.9,104.0,6.0,4.2,502
2015/02/17 00:14:00,26.3300,127.1070,2,3.6,3.6,0.1,0.2,1
2015/02/15 10:58:00,36.1870,138.0050,5,2.5,3.6,0.1,0.2,2
2015/02/15 09:14:00,36.6200,141.1270,31,4.7,11.4,0.4,1.8,74
2015/02/14 23:17:00,33.9550,133.8750,41,4.0,40.3,0.8,2.2,85
2015/02/14 16:18:00,34.9480,134.5920,15,3.9,91.3,1.0,2.2,57
2015/02/13 19:48:00,36.6950,140.5900,9,3.0,68.6,0.7,1.9,7
2015/02/13 19:47:00,37.1200,138.6380,13,2.8,6.8,0.2,0.9,4
2015/02/13 10:26:00,26.1430,127.4620,20,3.5,5.7,0.2,1.0,3
2015/02/11 04:23:00,38.3000,141.8520,47,4.2,53.3,0.9,2.0,76
2015/02/09 22:36:00,36.0370,139.8680,43,3.3,9.6,0.1,1.0,33
2015/02/09 20:09:00,37.1620,141.3520,48,3.9,9.6,0.2,1.2,25
2015/02/09 19:48:00,35.7920,140.9170,13,3.8,10.1,0.3,1.5,16
2015/02/08 01:49:00,37.1930,138.8850,14,3.4,47.7,0.9,2.1,25
2015/02/07 15:19:00,35.7880,140.0680,64,3.8,12.4,0.5,1.8,110
2015/02/07 12:36:00,35.8630,137.8950,8,3.6,39.3,0.6,1.6,43
2015/02/06 10:25:00,33.7330,134.3700,11,5.1,564.9,30.5,5.4,218
2015/02/06 05:28:00,38.6170,141.8980,48,4.1,39.9,0.6,2.1,49
2015/02/05 06:05:00,34.8120,132.1030,12,3.4,16.6,0.3,1.2,16
2015/02/04 15:08:00,34.7870,139.2450,8,3.3,21.5,0.7,2.3,16
2015/02/04 01:10:00,40.2020,142.0470,57,3.7,15.1,0.3,1.4,36
2015/02/03 14:07:00,33.5550,132.7400,44,3.9,33.3,0.8,2.1,83
2015/02/03 06:19:00,38.8870,141.9750,49,3.9,34.9,0.5,1.8,29
2015/02/02 23:06:00,40.0350,140.5400,9,3.4,22.6,0.6,1.4,23
2015/02/02 18:06:00,35.8280,140.9380,15,4.0,16.5,0.5,2.0,40
2015/02/02 15:48:00,39.9330,142.5820,33,4.1,6.1,0.2,1.5,41
2015/02/02 04:22:00,32.6670,130.7320,11,2.8,10.0,0.2,1.2,6
2015/02/02 03:12:00,36.6400,138.0820,9,2.4,3.0,0.1,0.0,1
2015/02/01 01:49:00,35.8050,136.2130,10,2.9,39.1,0.5,1.0,7
2015/02/01 00:42:00,37.2620,137.1430,15,4.4,113.8,4.7,3.8,77
2015/01/31 15:52:00,35.5500,140.0920,9,3.0,16.6,0.3,1.5,6
2015/01/30 20:31:00,35.9780,140.2070,40,4.8,115.3,3.5,3.6,206
2015/01/30 16:45:00,31.7630,131.9100,26,4.4,7.7,0.4,1.9,35
2015/01/29 19:45:00,39.6370,142.1050,48,3.9,36.6,0.7,1.9,31
2015/01/28 10:42:00,36.9030,138.5680,3,2.6,5.0,0.1,0.4,4
2015/01/26 23:24:00,37.1030,141.1820,28,3.7,8.1,0.1,0.8,18
2015/01/26 23:11:00,36.8050,139.4720,6,2.7,17.6,0.3,1.5,5
2015/01/26 10:31:00,38.1750,141.6680,50,3.8,42.0,0.4,1.7,44
2015/01/26 07:34:00,35.8720,140.4750,37,3.8,15.0,0.4,1.4,37
2015/01/26 07:21:00,35.8770,140.4750,38,4.2,57.0,1.2,2.9,46
2015/01/26 07:20:00,35.8770,140.4820,37,5.0,240.8,7.3,4.1,208
2015/01/26 00:24:00,37.0280,140.5750,9,3.0,75.4,0.6,1.8,9
2015/01/25 22:02:00,39.8730,141.8700,77,3.9,44.8,0.8,2.5,76
2015/01/24 22:43:00,35.0180,135.5270,14,3.0,21.1,0.2,0.9,9
2015/01/24 19:20:00,35.0200,135.5270,15,3.7,50.0,0.5,1.9,65
2015/01/24 14:34:00,35.1820,136.0250,15,3.4,26.1,0.4,1.6,26
2015/01/23 18:11:00,37.1080,141.0470,36,4.1,46.2,1.0,2.8,119
2015/01/22 22:54:00,39.0580,140.8550,7,3.6,101.9,2.1,2.8,35
2015/01/22 08:05:00,37.0600,141.1420,51,4.0,28.5,0.7,1.9,72
2015/01/22 02:35:00,42.6500,144.5320,54,4.5,33.6,1.3,2.8,63
2015/01/21 15:41:00,36.8070,137.8880,2,2.7,3.0,0.1,-0.1,4
2015/01/20 07:34:00,37.1570,138.5120,188,4.9,8.4,0.3,1.6,120
2015/01/19 12:14:00,40.1730,142.1780,21,3.8,6.6,0.3,1.5,17
2015/01/18 03:17:00,37.4080,141.9070,44,4.5,15.6,0.5,2.2,83
2015/01/16 20:26:00,37.1820,141.1920,62,3.9,16.2,0.4,1.9,46
2015/01/16 16:48:00,24.8230,125.3730,50,3.9,17.0,0.3,1.5,2
2015/01/16 00:44:00,43.7400,147.2550,29,4.4,6.3,0.2,1.5,21
2015/01/15 01:42:00,36.9150,139.7880,8,2.9,12.1,0.2,1.4,14
2015/01/14 21:02:00,35.0270,135.5320,15,3.9,68.5,1.0,2.6,92
2015/01/14 10:15:00,26.4570,128.4950,32,4.7,33.0,1.1,2.7,8
2015/01/14 02:46:00,39.3400,142.0630,48,4.9,96.4,1.8,3.1,115
2015/01/13 14:27:00,30.6680,131.4500,49,4.7,14.6,0.7,2.4,32
2015/01/13 11:26:00,34.9530,134.5920,14,3.6,87.6,0.6,1.7,37
2015/01/12 13:59:00,26.1400,126.5180,75,4.2,2.6,0.1,0.5,1
2015/01/10 21:21:00,38.7420,141.9550,54,3.8,22.4,0.4,1.6,50
2015/01/10 08:02:00,38.3300,141.6300,54,3.9,27.9,0.6,2.1,44
2015/01/10 04:08:00,35.6980,139.6420,47,3.5,24.0,0.6,2.1,58
2015/01/09 03:42:00,43.5520,145.0470,126,5.5,184.2,10.5,4.3,196
2015/01/09 01:23:00,35.3680,135.9400,12,2.3,15.6,0.3,1.6,2
2015/01/08 12:02:00,34.7920,137.6900,34,4.1,69.8,1.2,2.6,81
2015/01/08 07:57:00,35.9280,141.1380,20,4.3,14.2,0.3,1.5,27
